Sira,Ticker,RSRating,RSScore,Fiyat,High52W,Low52W,ZirvedenUzaklik,DiptenYukselis,Tarih
436,FENER,4,53.68,3.25,13.48,2.54,75.89,27.95,2026-08-31
437,IHYAY,4,53.22,1.25,3.12,1.2,59.94,4.17,2026-08-31
438,GENTS,4,53.06,5.29,13.62,5.1,61.16,3.73,2026-08-31
439,IMASM,3,52.96,2.34,6.35,2.32,63.15,0.86,2026-08-31
440,USAK,3,52.79,1.25,4.3,1.21,70.93,3.31,2026-08-31
441,FORMT,3,51.77,1.67,4.61,1.65,63.77,1.21,2026-08-31
442,LRSHO,3,51.59,2.53,6.82,2.52,62.9,0.4,2026-08-31
443,KLRHO,3,51.38,65.8,689.5,62.05,90.46,6.04,2026-08-31
444,MEGAP,2,48.9,1.75,5.15,1.68,66.02,4.17,2026-08-31
445,SURGY,2,45.33,33.2,88.3,32.78,62.4,1.28,2026-08-31
446,EMKEL,2,44.06,15.28,131.6,14.7,88.39,3.95,2026-08-31
447,OTTO,2,43.24,154.4,585.0,150.6,73.61,2.52,2026-08-31
448,SEKFK,1,41.53,4.59,12.62,4.33,63.63,6.0,2026-08-31
449,LIDER,1,39.2,32.02,154.0,30.7,79.21,4.3,2026-08-31
450,IHLAS,1,37.9,1.1,4.35,1.0,74.71,10.0,2026-08-31
451,TRILC,1,36.27,1.12,4.4,1.12,74.55,0.0,2026-08-31
452,ENSRI,1,32.76,5.53,38.92,4.94,85.79,11.94,2026-08-31
453,MERKO,1,27.89,1.36,18.53,1.33,92.66,2.26,2026-08-31
454,KONTR,1,26.84,3.68,39.9,3.05,90.78,20.66,2026-08-31
455,BARMA,1,22.79,9.3,82.0,9.03,88.66,2.99,2026-08-31
456,KRTEK,1,17.24,5.34,40.74,5.28,86.89,1.14,2026-08-31
